p_brand,p_type,p_size,supplier_cnt
"Brand#55",LARGE POLISHED BRASS,19,104
"Brand#55",LARGE POLISHED COPPER,49,104
"Brand#55",MEDIUM ANODIZED TIN,9,104
"Brand#55",MEDIUM BRUSHED BRASS,49,104
"Brand#55",MEDIUM BRUSHED NICKEL,23,104
"Brand#55",MEDIUM BRUSHED STEEL,9,104
"Brand#55",MEDIUM BURNISHED STEEL,49,104
"Brand#55",MEDIUM PLATED BRASS,23,104
"Brand#55",MEDIUM PLATED NICKEL,36,104
"Brand#55",MEDIUM PLATED STEEL,49,104
"Brand#55",MEDIUM PLATED TIN,3,104
"Brand#55",PROMO ANODIZED COPPER,3,104
"Brand#55",PROMO ANODIZED COPPER,23,104
"Brand#55",PROMO ANODIZED COPPER,45,104
"Brand#55",PROMO ANODIZED STEEL,19,104
"Brand#55",PROMO ANODIZED TIN,23,104
"Brand#55",PROMO BRUSHED STEEL,3,104
"Brand#55",PROMO BRUSHED STEEL,19,104
"Brand#55",PROMO BURNISHED BRASS,49,104
"Brand#55",PROMO BURNISHED COPPER,9,104
"Brand#55",PROMO BURNISHED STEEL,49,104
"Brand#55",PROMO PLATED BRASS,45,104
"Brand#55",PROMO POLISHED BRASS,9,104
"Brand#55",SMALL ANODIZED COPPER,9,104
"Brand#55",SMALL ANODIZED STEEL,3,104
"Brand#55",SMALL BRUSHED COPPER,23,104
"Brand#55",SMALL BRUSHED STEEL,45,104
"Brand#55",SMALL BRUSHED TIN,49,104
"Brand#55",SMALL BURNISHED COPPER,9,104
"Brand#55",SMALL BURNISHED COPPER,49,104
"Brand#55",SMALL BURNISHED TIN,36,104
"Brand#55",SMALL BURNISHED TIN,45,104
"Brand#55",SMALL PLATED NICKEL,9,104
"Brand#55",SMALL PLATED NICKEL,23,104
"Brand#55",SMALL PLATED NICKEL,45,104
"Brand#55",SMALL PLATED STEEL,3,104
"Brand#55",SMALL PLATED TIN,49,104
"Brand#55",SMALL POLISHED BRASS,23,104
"Brand#55",SMALL POLISHED BRASS,36,104
"Brand#55",SMALL POLISHED NICKEL,14,104
"Brand#55",SMALL POLISHED NICKEL,49,104
"Brand#55",STANDARD ANODIZED BRASS,36,104
"Brand#55",STANDARD ANODIZED TIN,19,104
"Brand#55",STANDARD BRUSHED COPPER,14,104
"Brand#55",STANDARD BRUSHED STEEL,3,104
"Brand#55",STANDARD POLISHED NICKEL,36,104
"Brand#11",ECONOMY PLATED TIN,49,103
"Brand#11",STANDARD PLATED BRASS,49,103
"Brand#12",LARGE ANODIZED BRASS,19,103
"Brand#12",MEDIUM PLATED NICKEL,36,103
"Brand#13",LARGE BURNISHED BRASS,14,103
"Brand#13",LARGE PLATED STEEL,36,103
"Brand#13",MEDIUM ANODIZED STEEL,14,103
"Brand#13",SMALL BURNISHED BRASS,3,103
"Brand#14",MEDIUM BRUSHED NICKEL,9,103
"Brand#15",MEDIUM BURNISHED COPPER,36,103
"Brand#15",MEDIUM PLATED BRASS,49,103
"Brand#15",SMALL POLISHED NICKEL,19,103
"Brand#15",STANDARD PLATED COPPER,19,103
"Brand#21",ECONOMY BRUSHED COPPER,49,103
"Brand#21",MEDIUM PLATED NICKEL,3,103
"Brand#21",PROMO BRUSHED STEEL,23,103
"Brand#21",SMALL BRUSHED TIN,3,103
"Brand#21",STANDARD BURNISHED TIN,3,103
"Brand#21",STANDARD POLISHED COPPER,3,103
"Brand#22",SMALL BRUSHED STEEL,19,103
"Brand#22",SMALL BURNISHED NICKEL,49,103
"Brand#23",LARGE PLATED NICKEL,14,103
"Brand#23",PROMO ANODIZED TIN,3,103
"Brand#23",PROMO BURNISHED COPPER,45,103
"Brand#23",PROMO BURNISHED COPPER,49,103
"Brand#23",SMALL POLISHED STEEL,14,103
"Brand#24",LARGE ANODIZED BRASS,3,103
"Brand#24",LARGE PLATED NICKEL,9,103
"Brand#24",STANDARD BRUSHED BRASS,14,103
"Brand#24",STANDARD BURNISHED NICKEL,23,103
"Brand#24",STANDARD PLATED TIN,14,103
"Brand#25",MEDIUM ANODIZED TIN,14,103
"Brand#25",PROMO ANODIZED TIN,14,103
"Brand#25",PROMO PLATED BRASS,19,103
"Brand#31",PROMO BURNISHED STEEL,49,103
"Brand#31",PROMO POLISHED NICKEL,36,103
"Brand#31",SMALL POLISHED STEEL,14,103
"Brand#31",STANDARD POLISHED NICKEL,49,103
"Brand#32",ECONOMY POLISHED COPPER,45,103
"Brand#32",LARGE BURNISHED BRASS,23,103
"Brand#32",LARGE POLISHED NICKEL,9,103
"Brand#32",MEDIUM PLATED BRASS,45,103
"Brand#32",SMALL BRUSHED STEEL,19,103
"Brand#32",STANDARD POLISHED STEEL,19,103
"Brand#33",LARGE PLATED COPPER,19,103
"Brand#33",MEDIUM BURNISHED NICKEL,49,103
"Brand#33",SMALL BRUSHED NICKEL,23,103
"Brand#33",SMALL PLATED NICKEL,36,103
"Brand#34",ECONOMY BRUSHED NICKEL,49,103
"Brand#34",LARGE POLISHED BRASS,3,103
"Brand#34",PROMO BURNISHED TIN,23,103
"Brand#34",SMALL POLISHED TIN,14,103
"Brand#35",ECONOMY BURNISHED COPPER,14,103
"Brand#35",MEDIUM ANODIZED STEEL,3,103
"Brand#35",MEDIUM BRUSHED COPPER,36,103
"Brand#35",SMALL BRUSHED NICKEL,19,103
"Brand#35",SMALL PLATED COPPER,9,103
"Brand#35",STANDARD POLISHED COPPER,9,103
"Brand#41",SMALL BURNISHED TIN,9,103
"Brand#42",ECONOMY POLISHED BRASS,19,103
"Brand#42",MEDIUM BURNISHED TIN,14,103
"Brand#43",ECONOMY BRUSHED BRASS,19,103
"Brand#43",LARGE BURNISHED BRASS,14,103
"Brand#43",MEDIUM BRUSHED STEEL,49,103
"Brand#43",PROMO PLATED COPPER,36,103
"Brand#43",PROMO PLATED NICKEL,36,103
"Brand#43",SMALL BRUSHED NICKEL,14,103
"Brand#43",STANDARD PLATED TIN,49,103
"Brand#44",MEDIUM ANODIZED STEEL,19,103
"Brand#44",MEDIUM PLATED BRASS,14,103
"Brand#44",PROMO BRUSHED COPPER,45,103
"Brand#51",SMALL BRUSHED NICKEL,49,103
"Brand#51",SMALL POLISHED STEEL,36,103
"Brand#51",STANDARD PLATED STEEL,9,103
"Brand#52",LARGE BURNISHED NICKEL,14,103
"Brand#52",LARGE PLATED STEEL,19,103
"Brand#52",MEDIUM BURNISHED NICKEL,9,103
"Brand#52",PROMO BRUSHED STEEL,19,103
"Brand#52",PROMO BURNISHED COPPER,36,103
"Brand#53",LARGE ANODIZED BRASS,14,103
"Brand#53",LARGE BRUSHED STEEL,45,103
"Brand#53",SMALL POLISHED STEEL,9,103
"Brand#54",MEDIUM PLATED COPPER,23,103
"Brand#54",PROMO BURNISHED BRASS,9,103
"Brand#54",STANDARD ANODIZED BRASS,9,103
"Brand#54",STANDARD BRUSHED NICKEL,14,103
"Brand#55",ECONOMY PLATED STEEL,23,103
"Brand#55",LARGE BURNISHED NICKEL,19,103
"Brand#55",PROMO BURNISHED BRASS,14,103
"Brand#55",SMALL BRUSHED NICKEL,3,103
"Brand#55",STANDARD PLATED NICKEL,49,103
"Brand#14",ECONOMY BURNISHED COPPER,23,102
"Brand#51",SMALL POLISHED BRASS,23,102
"Brand#55",ECONOMY BRUSHED TIN,14,102
"Brand#32",PROMO POLISHED STEEL,19,101
"Brand#11",ECONOMY ANODIZED BRASS,9,100
"Brand#11",ECONOMY BRUSHED NICKEL,45,100
"Brand#11",ECONOMY BRUSHED STEEL,14,100
"Brand#11",ECONOMY BURNISHED BRASS,14,100
"Brand#11",ECONOMY PLATED NICKEL,19,100
"Brand#11",ECONOMY PLATED NICKEL,36,100
"Brand#11",ECONOMY PLATED NICKEL,49,100
"Brand#11",ECONOMY PLATED STEEL,23,100
"Brand#11",ECONOMY POLISHED BRASS,14,100
"Brand#11",ECONOMY POLISHED NICKEL,3,100
"Brand#11",ECONOMY POLISHED STEEL,23,100
"Brand#11",LARGE ANODIZED COPPER,3,100
"Brand#11",LARGE ANODIZED COPPER,14,100
"Brand#11",LARGE BRUSHED STEEL,23,100
"Brand#11",LARGE BRUSHED STEEL,45,100
"Brand#11",LARGE BRUSHED TIN,3,100
"Brand#11",LARGE BURNISHED BRASS,23,100
"Brand#11",LARGE PLATED BRASS,49,100
"Brand#11",LARGE PLATED COPPER,19,100
"Brand#11",LARGE PLATED NICKEL,14,100
"Brand#11",LARGE PLATED TIN,19,100
"Brand#11",LARGE POLISHED NICKEL,9,100
"Brand#11",LARGE POLISHED STEEL,36,100
"Brand#11",MEDIUM BRUSHED BRASS,14,100
"Brand#11",MEDIUM BRUSHED COPPER,14,100
"Brand#11",MEDIUM BRUSHED STEEL,36,100
"Brand#11",MEDIUM BRUSHED TIN,49,100
"Brand#11",MEDIUM BURNISHED COPPER,3,100
"Brand#11",MEDIUM BURNISHED STEEL,9,100
"Brand#11",MEDIUM BURNISHED TIN,9,100
"Brand#11",MEDIUM BURNISHED TIN,36,100
"Brand#11",MEDIUM BURNISHED TIN,45,100
"Brand#11",MEDIUM PLATED NICKEL,9,100
"Brand#11",MEDIUM PLATED STEEL,23,100
"Brand#11",PROMO ANODIZED TIN,36,100
"Brand#11",PROMO BRUSHED BRASS,19,100
"Brand#11",PROMO BRUSHED STEEL,19,100
"Brand#11",PROMO BURNISHED COPPER,3,100
"Brand#11",PROMO BURNISHED COPPER,19,100
"Brand#11",PROMO BURNISHED COPPER,23,100
"Brand#11",PROMO BURNISHED STEEL,23,100
"Brand#11",PROMO BURNISHED STEEL,36,100
"Brand#11",PROMO BURNISHED STEEL,49,100
"Brand#11",PROMO PLATED BRASS,9,100
"Brand#11",PROMO PLATED STEEL,45,100
"Brand#11",PROMO POLISHED NICKEL,23,100
"Brand#11",SMALL ANODIZED BRASS,45,100
"Brand#11",SMALL ANODIZED COPPER,19,100
"Brand#11",SMALL ANODIZED NICKEL,45,100
"Brand#11",SMALL BRUSHED COPPER,45,100
"Brand#11",SMALL BRUSHED STEEL,49,100
"Brand#11",SMALL BURNISHED COPPER,14,100
"Brand#11",SMALL PLATED STEEL,36,100
"Brand#11",SMALL PLATED TIN,49,100
"Brand#11",SMALL POLISHED COPPER,9,100
"Brand#11",SMALL POLISHED COPPER,23,100
"Brand#11",SMALL POLISHED NICKEL,19,100
"Brand#11",SMALL POLISHED NICKEL,49,100
"Brand#11",STANDARD ANODIZED STEEL,19,100
"Brand#11",STANDARD ANODIZED TIN,19,100
"Brand#11",STANDARD ANODIZED TIN,49,100
"Brand#11",STANDARD BRUSHED NICKEL,49,100
"Brand#11",STANDARD BURNISHED BRASS,3,100
"Brand#11",STANDARD PLATED TIN,14,100
"Brand#11",STANDARD POLISHED STEEL,36,100
"Brand#11",STANDARD POLISHED STEEL,45,100
"Brand#11",STANDARD POLISHED STEEL,49,100
"Brand#12",ECONOMY ANODIZED COPPER,49,100
"Brand#12",ECONOMY ANODIZED TIN,36,100
"Brand#12",ECONOMY BRUSHED COPPER,49,100
"Brand#12",ECONOMY BURNISHED BRASS,45,100
"Brand#12",ECONOMY BURNISHED STEEL,3,100
"Brand#12",ECONOMY BURNISHED STEEL,14,100
"Brand#12",ECONOMY BURNISHED STEEL,23,100
"Brand#12",ECONOMY BURNISHED STEEL,45,100
"Brand#12",ECONOMY PLATED COPPER,19,100
"Brand#12",ECONOMY POLISHED COPPER,9,100
"Brand#12",ECONOMY POLISHED STEEL,45,100
"Brand#12",ECONOMY POLISHED TIN,14,100
"Brand#12",ECONOMY POLISHED TIN,23,100
"Brand#12",LARGE ANODIZED NICKEL,14,100
"Brand#12",LARGE ANODIZED TIN,14,100
"Brand#12",LARGE BRUSHED BRASS,23,100
"Brand#12",LARGE BRUSHED COPPER,9,100
"Brand#12",LARGE BRUSHED STEEL,36,100
"Brand#12",LARGE BRUSHED TIN,19,100
"Brand#12",LARGE BURNISHED BRASS,36,100
"Brand#12",LARGE POLISHED BRASS,23,100
"Brand#12",LARGE POLISHED COPPER,49,100
"Brand#12",MEDIUM BRUSHED COPPER,36,100
"Brand#12",MEDIUM BRUSHED TIN,23,100
"Brand#12",MEDIUM BURNISHED BRASS,14,100
"Brand#12",MEDIUM PLATED NICKEL,23,100
"Brand#12",MEDIUM PLATED STEEL,9,100
"Brand#12",MEDIUM PLATED TIN,49,100
"Brand#12",PROMO ANODIZED NICKEL,49,100
"Brand#12",PROMO BRUSHED COPPER,36,100
"Brand#12",PROMO BURNISHED BRASS,19,100
"Brand#12",PROMO BURNISHED NICKEL,9,100
"Brand#12",PROMO BURNISHED STEEL,9,100
"Brand#12",PROMO PLATED COPPER,19,100
"Brand#12",PROMO PLATED COPPER,49,100
"Brand#12",PROMO PLATED NICKEL,23,100
"Brand#12",PROMO PLATED TIN,9,100
"Brand#12",PROMO POLISHED NICKEL,3,100
"Brand#12",PROMO POLISHED NICKEL,14,100
"Brand#12",PROMO POLISHED NICKEL,36,100
"Brand#12",PROMO POLISHED STEEL,9,100
"Brand#12",PROMO POLISHED STEEL,23,100
"Brand#12",SMALL ANODIZED COPPER,49,100
"Brand#12",SMALL ANODIZED NICKEL,23,100
"Brand#12",SMALL ANODIZED STEEL,19,100
"Brand#12",SMALL BRUSHED NICKEL,49,100
"Brand#12",SMALL BURNISHED NICKEL,3,100
"Brand#12",SMALL BURNISHED TIN,45,100
"Brand#12",SMALL POLISHED BRASS,14,100
"Brand#12",SMALL POLISHED COPPER,3,100
"Brand#12",SMALL POLISHED STEEL,49,100
"Brand#12",STANDARD ANODIZED TIN,14,100
"Brand#12",STANDARD ANODIZED TIN,49,100
"Brand#12",STANDARD BRUSHED BRASS,3,100
"Brand#12",STANDARD BRUSHED BRASS,9,100
"Brand#12",STANDARD BRUSHED NICKEL,23,100
"Brand#12",STANDARD BRUSHED STEEL,19,100
"Brand#12",STANDARD BURNISHED STEEL,3,100
"Brand#12",STANDARD BURNISHED TIN,3,100
"Brand#12",STANDARD BURNISHED TIN,14,100
"Brand#12",STANDARD PLATED BRASS,36,100
"Brand#12",STANDARD PLATED COPPER,3,100
"Brand#12",STANDARD PLATED NICKEL,23,100
"Brand#12",STANDARD PLATED STEEL,36,100
"Brand#12",STANDARD POLISHED TIN,3,100
"Brand#13",ECONOMY BRUSHED NICKEL,36,100
"Brand#13",ECONOMY BRUSHED NICKEL,49,100
"Brand#13",ECONOMY BRUSHED STEEL,36,100
"Brand#13",ECONOMY BURNISHED NICKEL,19,100
"Brand#13",ECONOMY BURNISHED TIN,9,100
"Brand#13",ECONOMY PLATED COPPER,49,100
"Brand#13",ECONOMY PLATED STEEL,23,100
"Brand#13",ECONOMY POLISHED STEEL,14,100
"Brand#13",ECONOMY POLISHED STEEL,49,100
"Brand#13",LARGE ANODIZED BRASS,36,100
"Brand#13",LARGE ANODIZED NICKEL,14,100
"Brand#13",LARGE ANODIZED NICKEL,49,100
"Brand#13",LARGE BURNISHED NICKEL,3,100
"Brand#13",LARGE BURNISHED STEEL,45,100
"Brand#13",LARGE POLISHED NICKEL,23,100
"Brand#13",MEDIUM ANODIZED BRASS,19,100
"Brand#13",MEDIUM ANODIZED BRASS,49,100
"Brand#13",MEDIUM ANODIZED COPPER,14,100
"Brand#13",MEDIUM ANODIZED NICKEL,49,100
"Brand#13",MEDIUM BRUSHED COPPER,23,100
"Brand#13",MEDIUM BRUSHED COPPER,49,100
"Brand#13",MEDIUM BURNISHED STEEL,45,100
"Brand#13",MEDIUM PLATED BRASS,19,100
"Brand#13",MEDIUM PLATED STEEL,45,100
"Brand#13",PROMO ANODIZED BRASS,14,100
"Brand#13",PROMO BRUSHED COPPER,19,100
"Brand#13",PROMO BURNISHED BRASS,36,100
"Brand#13",PROMO BURNISHED COPPER,36,100
"Brand#13",PROMO BURNISHED STEEL,19,100
"Brand#13",PROMO BURNISHED TIN,45,100
"Brand#13",PROMO PLATED STEEL,23,100
"Brand#13",SMALL ANODIZED BRASS,19,100
"Brand#13",SMALL ANODIZED TIN,45,100
"Brand#13",SMALL BRUSHED COPPER,19,100
"Brand#13",SMALL BRUSHED NICKEL,36,100
"Brand#13",SMALL BRUSHED TIN,45,100
"Brand#13",SMALL BURNISHED COPPER,9,100
"Brand#13",SMALL BURNISHED COPPER,14,100
"Brand#13",SMALL BURNISHED STEEL,9,100
"Brand#13",SMALL BURNISHED TIN,45,100
"Brand#13",SMALL PLATED COPPER,19,100
"Brand#13",SMALL POLISHED COPPER,3,100
"Brand#13",SMALL POLISHED COPPER,9,100
"Brand#13",SMALL POLISHED NICKEL,19,100
"Brand#13",STANDARD ANODIZED COPPER,36,100
"Brand#13",STANDARD BRUSHED BRASS,9,100
"Brand#13",STANDARD BRUSHED COPPER,3,100
"Brand#13",STANDARD BURNISHED BRASS,45,100
"Brand#13",STANDARD BURNISHED COPPER,19,100
"Brand#13",STANDARD BURNISHED TIN,49,100
"Brand#13",STANDARD PLATED COPPER,3,100
"Brand#13",STANDARD PLATED STEEL,9,100
"Brand#13",STANDARD PLATED STEEL,14,100
"Brand#13",STANDARD PLATED TIN,19,100
"Brand#13",STANDARD PLATED TIN,23,100
"Brand#13",STANDARD POLISHED STEEL,45,100
"Brand#14",ECONOMY BRUSHED BRASS,49,100
"Brand#14",ECONOMY BRUSHED TIN,45,100
"Brand#14",ECONOMY BURNISHED TIN,36,100
"Brand#14",ECONOMY PLATED STEEL,3,100
"Brand#14",ECONOMY PLATED STEEL,36,100
"Brand#14",ECONOMY POLISHED COPPER,14,100
"Brand#14",ECONOMY POLISHED NICKEL,19,100
"Brand#14",LARGE ANODIZED BRASS,36,100
"Brand#14",LARGE BRUSHED BRASS,3,100
"Brand#14",LARGE BRUSHED BRASS,19,100
"Brand#14",LARGE BRUSHED TIN,45,100
"Brand#14",LARGE BURNISHED NICKEL,3,100
"Brand#14",LARGE BURNISHED TIN,23,100
"Brand#14",LARGE PLATED BRASS,45,100
"Brand#14",LARGE PLATED COPPER,36,100
"Brand#14",LARGE PLATED NICKEL,19,100
"Brand#14",LARGE PLATED NICKEL,49,100
"Brand#14",LARGE POLISHED COPPER,19,100
"Brand#14",LARGE POLISHED NICKEL,45,100
"Brand#14",LARGE POLISHED TIN,19,100
"Brand#14",MEDIUM ANODIZED COPPER,3,100
"Brand#14",MEDIUM BRUSHED BRASS,36,100
"Brand#14",MEDIUM BRUSHED STEEL,23,100
"Brand#14",MEDIUM BRUSHED STEEL,49,100
"Brand#14",MEDIUM BURNISHED BRASS,3,100
"Brand#14",MEDIUM BURNISHED BRASS,19,100
"Brand#14",MEDIUM BURNISHED COPPER,49,100
"Brand#14",MEDIUM BURNISHED STEEL,36,100
"Brand#14",MEDIUM BURNISHED TIN,36,100
"Brand#14",MEDIUM PLATED BRASS,14,100
"Brand#14",MEDIUM PLATED BRASS,49,100
"Brand#14",MEDIUM PLATED COPPER,45,100
"Brand#14",MEDIUM PLATED NICKEL,49,100
"Brand#14",PROMO ANODIZED STEEL,36,100
"Brand#14",PROMO BRUSHED BRASS,3,100
"Brand#14",PROMO BRUSHED BRASS,9,100
"Brand#14",PROMO BRUSHED NICKEL,36,100
"Brand#14",PROMO BURNISHED COPPER,23,100
"Brand#14",PROMO BURNISHED TIN,9,100
"Brand#14",PROMO PLATED COPPER,3,100
"Brand#14",PROMO PLATED STEEL,19,100
"Brand#14",PROMO POLISHED STEEL,14,100
"Brand#14",PROMO POLISHED STEEL,19,100
"Brand#14",SMALL ANODIZED COPPER,14,100
"Brand#14",SMALL ANODIZED NICKEL,23,100
"Brand#14",SMALL ANODIZED TIN,3,100
"Brand#14",SMALL ANODIZED TIN,49,100
"Brand#14",SMALL BRUSHED STEEL,9,100
"Brand#14",SMALL BRUSHED STEEL,19,100
"Brand#14",SMALL BURNISHED BRASS,23,100
"Brand#14",SMALL BURNISHED COPPER,3,100
"Brand#14",SMALL BURNISHED NICKEL,45,100
"Brand#14",SMALL BURNISHED STEEL,3,100
"Brand#14",SMALL BURNISHED STEEL,36,100
"Brand#14",SMALL PLATED COPPER,9,100
"Brand#14",SMALL PLATED COPPER,36,100
"Brand#14",SMALL PLATED NICKEL,23,100
"Brand#14",SMALL PLATED NICKEL,36,100
"Brand#14",SMALL PLATED NICKEL,45,100
"Brand#14",SMALL PLATED TIN,36,100
"Brand#14",SMALL POLISHED BRASS,49,100
"Brand#14",SMALL POLISHED COPPER,45,100
"Brand#14",SMALL POLISHED TIN,36,100
"Brand#14",STANDARD ANODIZED BRASS,3,100
"Brand#14",STANDARD ANODIZED NICKEL,9,100
"Brand#14",STANDARD ANODIZED NICKEL,45,100
"Brand#14",STANDARD BRUSHED STEEL,23,100
"Brand#14",STANDARD BRUSHED STEEL,36,100
"Brand#14",STANDARD BRUSHED TIN,19,100
"Brand#14",STANDARD BURNISHED STEEL,14,100
"Brand#14",STANDARD PLATED COPPER,14,100
"Brand#14",STANDARD PLATED NICKEL,49,100
"Brand#14",STANDARD PLATED TIN,19,100
"Brand#14",STANDARD POLISHED STEEL,49,100
"Brand#15",ECONOMY ANODIZED NICKEL,9,100
"Brand#15",ECONOMY ANODIZED TIN,23,100
"Brand#15",ECONOMY BURNISHED STEEL,19,100
"Brand#15",ECONOMY BURNISHED TIN,23,100
"Brand#15",ECONOMY BURNISHED TIN,49,100
"Brand#15",ECONOMY PLATED COPPER,14,100
"Brand#15",ECONOMY PLATED STEEL,9,100
"Brand#15",ECONOMY PLATED STEEL,19,100
"Brand#15",ECONOMY POLISHED BRASS,36,100
"Brand#15",ECONOMY POLISHED NICKEL,36,100
"Brand#15",ECONOMY POLISHED STEEL,3,100
"Brand#15",LARGE ANODIZED NICKEL,23,100
"Brand#15",LARGE BRUSHED BRASS,23,100
"Brand#15",LARGE BRUSHED BRASS,49,100
"Brand#15",LARGE BRUSHED COPPER,3,100
"Brand#15",LARGE BRUSHED NICKEL,36,100
"Brand#15",LARGE BURNISHED COPPER,14,100
"Brand#15",LARGE PLATED COPPER,19,100
"Brand#15",LARGE PLATED NICKEL,49,100
"Brand#15",LARGE PLATED STEEL,9,100
"Brand#15",MEDIUM ANODIZED BRASS,3,100
"Brand#15",MEDIUM ANODIZED TIN,45,100
"Brand#15",MEDIUM ANODIZED TIN,49,100
"Brand#15",MEDIUM BRUSHED NICKEL,45,100
"Brand#15",MEDIUM PLATED BRASS,23,100
"Brand#15",MEDIUM PLATED COPPER,36,100
"Brand#15",PROMO BRUSHED BRASS,19,100
"Brand#15",PROMO BURNISHED COPPER,9,100
"Brand#15",PROMO BURNISHED TIN,45,100
"Brand#15",PROMO PLATED NICKEL,3,100
"Brand#15",PROMO POLISHED COPPER,9,100
"Brand#15",SMALL ANODIZED BRASS,3,100
"Brand#15",SMALL ANODIZED COPPER,45,100
"Brand#15",SMALL BRUSHED COPPER,19,100
"Brand#15",SMALL BRUSHED NICKEL,3,100
"Brand#15",SMALL BRUSHED TIN,36,100
"Brand#15",SMALL BURNISHED NICKEL,3,100
"Brand#15",SMALL BURNISHED NICKEL,23,100
"Brand#15",SMALL PLATED BRASS,3,100
"Brand#15",SMALL PLATED TIN,9,100
"Brand#15",SMALL POLISHED BRASS,19,100
"Brand#15",STANDARD ANODIZED BRASS,49,100
"Brand#15",STANDARD BRUSHED NICKEL,19,100
"Brand#15",STANDARD BURNISHED COPPER,45,100
"Brand#15",STANDARD BURNISHED TIN,23,100
"Brand#15",STANDARD PLATED COPPER,14,100
"Brand#15",STANDARD PLATED TIN,9,100
"Brand#21",ECONOMY ANODIZED COPPER,9,100
"Brand#21",ECONOMY ANODIZED COPPER,23,100
"Brand#21",ECONOMY ANODIZED NICKEL,14,100
"Brand#21",ECONOMY BRUSHED STEEL,14,100
"Brand#21",ECONOMY BRUSHED TIN,49,100
"Brand#21",ECONOMY BURNISHED COPPER,9,100
"Brand#21",ECONOMY PLATED TIN,9,100
"Brand#21",ECONOMY POLISHED STEEL,9,100
"Brand#21",ECONOMY POLISHED TIN,45,100
"Brand#21",LARGE ANODIZED BRASS,14,100
"Brand#21",LARGE ANODIZED COPPER,14,100
"Brand#21",LARGE ANODIZED COPPER,36,100
"Brand#21",LARGE ANODIZED TIN,49,100
"Brand#21",LARGE BRUSHED NICKEL,36,100
"Brand#21",LARGE BURNISHED COPPER,14,100
"Brand#21",LARGE PLATED BRASS,36,100
"Brand#21",LARGE PLATED STEEL,23,100
"Brand#21",MEDIUM ANODIZED BRASS,45,100
"Brand#21",MEDIUM ANODIZED STEEL,36,100
"Brand#21",MEDIUM PLATED COPPER,45,100
"Brand#21",PROMO ANODIZED TIN,45,100
"Brand#21",PROMO BRUSHED COPPER,14,100
"Brand#21",PROMO BRUSHED TIN,19,100
"Brand#21",PROMO BURNISHED NICKEL,9,100
"Brand#21",PROMO BURNISHED NICKEL,45,100
"Brand#21",PROMO PLATED BRASS,36,100
"Brand#21",PROMO PLATED NICKEL,19,100
"Brand#21",PROMO POLISHED COPPER,49,100
"Brand#21",PROMO POLISHED STEEL,23,100
"Brand#21",PROMO POLISHED TIN,23,100
"Brand#21",SMALL ANODIZED BRASS,36,100
"Brand#21",SMALL ANODIZED TIN,36,100
"Brand#21",SMALL BRUSHED BRASS,49,100
"Brand#21",SMALL BRUSHED NICKEL,36,100
"Brand#21",SMALL BURNISHED NICKEL,3,100
"Brand#21",SMALL BURNISHED STEEL,14,100
"Brand#21",SMALL BURNISHED TIN,14,100
"Brand#21",SMALL PLATED COPPER,23,100
"Brand#21",SMALL PLATED TIN,19,100
"Brand#21",SMALL PLATED TIN,49,100
"Brand#21",SMALL POLISHED COPPER,36,100
"Brand#21",SMALL POLISHED NICKEL,3,100
"Brand#21",SMALL POLISHED TIN,14,100
"Brand#21",STANDARD ANODIZED STEEL,23,100
"Brand#21",STANDARD ANODIZED STEEL,49,100
"Brand#21",STANDARD BRUSHED TIN,14,100
"Brand#21",STANDARD BURNISHED COPPER,19,100
"Brand#21",STANDARD BURNISHED NICKEL,45,100
"Brand#21",STANDARD BURNISHED STEEL,3,100
"Brand#21",STANDARD PLATED COPPER,36,100
"Brand#21",STANDARD PLATED NICKEL,49,100
"Brand#21",STANDARD PLATED TIN,23,100
"Brand#21",STANDARD POLISHED STEEL,23,100
"Brand#22",ECONOMY ANODIZED NICKEL,19,100
"Brand#22",ECONOMY BRUSHED BRASS,9,100
"Brand#22",ECONOMY BRUSHED STEEL,19,100
"Brand#22",ECONOMY BURNISHED TIN,3,100
"Brand#22",ECONOMY PLATED BRASS,3,100
"Brand#22",ECONOMY PLATED STEEL,3,100
"Brand#22",ECONOMY PLATED TIN,14,100
"Brand#22",ECONOMY POLISHED COPPER,3,100
"Brand#22",ECONOMY POLISHED COPPER,9,100
"Brand#22",ECONOMY POLISHED COPPER,36,100
"Brand#22",LARGE ANODIZED BRASS,3,100
"Brand#22",LARGE BRUSHED TIN,45,100
"Brand#22",LARGE BURNISHED COPPER,19,100
"Brand#22",LARGE BURNISHED STEEL,9,100
"Brand#22",LARGE BURNISHED STEEL,23,100
"Brand#22",LARGE PLATED COPPER,14,100
"Brand#22",LARGE POLISHED COPPER,19,100
"Brand#22",LARGE POLISHED NICKEL,45,100
"Brand#22",LARGE POLISHED STEEL,3,100
"Brand#22",MEDIUM ANODIZED COPPER,14,100
"Brand#22",MEDIUM ANODIZED COPPER,45,100
"Brand#22",MEDIUM ANODIZED STEEL,14,100
"Brand#22",MEDIUM ANODIZED TIN,23,100
"Brand#22",MEDIUM ANODIZED TIN,45,100
"Brand#22",MEDIUM BURNISHED COPPER,49,100
"Brand#22",MEDIUM BURNISHED STEEL,3,100
"Brand#22",MEDIUM BURNISHED TIN,23,100
"Brand#22",MEDIUM PLATED TIN,45,100
"Brand#22",PROMO BRUSHED NICKEL,23,100
"Brand#22",PROMO BRUSHED TIN,14,100
"Brand#22",PROMO BRUSHED TIN,19,100
